row ID,row m/z,row retention time,intensity_measure,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
50,383.2085974648635,35.636688888888884,area,815199.3690722953,844236.9368896589,798590.121123042,879593.7364550659,759621.0922021568,779701.5585839943,883687.6561132917,953961.3014257996,997013.8542822206,936073.206484361,1002815.5714160096,853467.4804492136,814542.0265527294,975236.8119726502,850670.0126757942,819996.7037597443,862719.5262011667,890296.2573193307,888940.4356347661,838513.9268554638,886293.0497216744,848304.6179199168,879435.5535644478,860991.800263665,854438.1668359359,841161.5877539039,888642.8064794963,802578.085683589,793076.1142871046,802892.1567968698,
51,764.5216334556264,35.46013492063493,area,8425034.03933349,137208.4607128938,7791556.676660151,7678908.227160647,7232365.276503902,20159.639135742065,0.0,0.0,0.0,0.0,0.0,126725.64478027316,8085903.117910157,0.0,101460.83499511656,0.0,0.0,2840157.286860349,0.0,2856484.631032723,1008351.6677929704,2710109.056093746,124115.11136230394,22700.33874023424,3892740.150477284,1855820.7923675536,4641937.963247074,4033757.161708982,3238500.7937451177,3892665.599497076,
52,746.5617453053326,37.04961111111111,area,1620623.3502099568,1370215.0762670918,1337373.2438379002,1415489.1051440465,1404206.630195316,1527534.79778811,2991513.122944354,3101849.789415884,2837270.0717504867,3159228.9263171405,1914445.507419452,2999814.327343743,2236162.845202657,2783964.838719493,3033935.938276358,2913837.831826169,3003675.840847164,1592096.4788574174,2956210.982736811,1633434.5020068318,1475286.6545214793,1452696.3940185776,1473195.8181396509,1335343.6007373126,1382392.2018798816,1385162.3610107694,1389048.8148632827,1396659.3786181724,1480935.2312255732,1421627.5130517494,
53,816.4272145852827,33.86130555555556,area,2979546.7179736136,2705442.30768067,3184250.855810533,4310784.370488282,3583919.115307912,4126760.994874289,2696711.207426752,1983277.2033789144,3302078.001381851,4908808.593411257,5212532.800986322,3683881.985452273,3549188.463543713,3031292.9381054705,3615036.9491931135,3597002.82936829,2677091.3609521566,4084933.444392086,3574093.721632698,3772423.084713449,2129684.7681396515,4130612.191266479,3138756.7678503213,2543445.527231449,1911661.4849755955,4626691.709174198,4680835.6078601,2497923.568779296,4327973.04174804,2814963.5796188368,
55,413.2696756264819,36.326388888888886,area,2480073.766591814,2401273.810458987,2523019.993681657,2425955.817822258,2483467.496611324,2392875.664746103,3179307.889091788,2823071.8388476567,10611578.418972189,2827004.8842089763,200861.8515624988,2824496.510427237,2589426.8352588,5234848.196516087,2617821.828847648,2620668.207656248,3000505.4738549814,2514632.5284277354,2736072.544335926,2563544.8251025323,2801121.5882812506,2574400.369619149,2477507.0738867326,2565846.8511523376,2617990.033125002,2581032.1018847846,2555568.5673388885,2684581.4339746246,2611670.341865232,2605362.436328115,
56,556.4408446661031,36.47572777777778,area,1268563.948544914,1225885.6590039069,1130027.593105476,1235926.8793261645,1187193.0804199306,1195766.0462988475,1183532.9243945242,1315576.800234367,1148977.5948242117,1177108.2799121025,1363482.969799812,1206610.375312523,1216973.174277363,1230952.1474658346,1198577.167431647,1127572.9879687433,1208995.981259765,1159283.1225781292,1178935.7357714854,1336555.6768163976,1219376.4904101489,1239063.6902148384,1235395.3688964602,1161635.1845703055,1320531.015859367,1154716.6473974795,1212721.2125976488,1164823.45128904,1144378.3486425795,1157760.4382812488,
57,512.4157003259141,36.52441111111112,area,1310862.308906242,1351841.172578117,1389919.865166017,1385889.609599601,1230515.105859383,1221101.0814941556,1216783.293974602,1306758.2719433515,1212428.691386711,1228169.1835449147,1390609.3857470565,1291789.434023464,1297594.8909961092,1296685.4615625166,1229864.2822363367,1223361.007333977,1262127.889736324,1354671.161416015,1308071.69532227,1524481.647626944,1376141.1646191324,1308951.9916210896,1363221.7248339653,1416988.5698144443,1524243.7459472565,1443696.6131347727,1405466.331943353,1371208.5340527142,1320608.1290820355,1321198.2088964835,
59,402.3575376206393,34.648372222222214,area,767850.423120115,782560.2222686824,792408.7756347692,838036.3768701227,785940.0106372026,887247.775917384,806707.9319201702,921461.5206396456,943492.9422863948,923161.248798824,875125.9725244023,805072.0475439751,867157.3099463157,788513.3888543659,883358.926547849,768895.7808984331,824601.260573741,847945.6164239477,802777.6665344187,859768.6921374478,803715.4143286069,843884.1586889763,854834.6899682566,702285.2146704085,808862.6857763686,656821.4810546975,821133.5208911091,817367.9510009724,818768.304472042,726395.6315844738,
62,517.01333928485,2.3168111111111105,area,1733605.5777084348,1673025.5862597348,1802851.0532732848,2141101.3756453246,1673571.8773876957,1676930.203452332,1613573.0951874391,1720192.1490695786,1533139.9067739868,1585057.446759033,1551243.2403424685,1726249.1145582888,1681553.2547239992,1525289.9187888189,1806657.0022315672,1792994.6869424435,1856076.5449454647,1640680.2594256594,1869655.86421167,1696165.66624054,1998162.2574896847,1669731.92655832,1525853.960850647,1452773.9877092286,1729697.8899064942,1489206.3844663696,1507984.0579224247,1398071.0295520627,1410486.473093262,1492493.247637543,
63,906.6726173604716,35.5863388888889,area,826315.1957324408,869202.6407031339,843664.8923242246,871247.312495104,860633.3943310607,846476.9667871131,895933.7438134793,830393.1524511833,829470.9644921825,851889.3323046777,937263.4897558538,875999.9201660104,869618.5893847605,855296.3558789011,872979.2657910235,856772.3136035017,866544.6142578233,882196.642387696,862766.8567675926,856066.6343066521,851210.7227783302,863581.284970698,837556.9215917918,815800.769453117,880307.7871484361,835681.4263378876,878961.0856152391,871194.3397265667,842246.8481396433,849448.5874511675,
65,520.3459524511576,36.125,area,1070874.006513666,976812.2878710892,740280.4064550736,1141332.8275781288,851877.2779199167,641787.3747119103,774111.9950170914,844164.9148095456,698089.1631933552,734519.7859472726,918489.6332128852,494108.97671385657,693716.5228735321,835141.5003613266,473489.7134863252,490664.36132325325,735839.36963867,853512.1360449167,706255.3110253863,893635.3601367312,1133539.7610790948,985117.7933691348,1096276.5545190377,600581.4244384887,942535.6267382756,435420.6301367162,661577.4922216757,492931.9861279267,817692.6714111413,479801.0025341768,
67,438.37946337444896,37.45067777777778,area,1427143.7299011194,1396107.492974837,1389531.5643292384,1376411.495427837,1385343.207145989,1390490.8814800915,1406027.7214819405,1412002.5698291073,1380874.2173449672,1407351.1872402865,1451663.9637097088,1386098.2828613298,1427530.4489013592,1322129.998138422,1433116.1612182637,1411324.842174061,1393233.0771814089,1336093.6366223092,1412176.073101805,1375202.126934194,1369936.689560545,1302603.6070263742,1344447.867473157,1358174.209821771,1383316.8645641948,1387707.1159222384,1373161.5472991932,1360250.4305371027,1380759.0328625643,1388027.4096698042,
69,496.3425566753809,37.67051666666667,area,1383740.7508691358,1239605.6554769906,1278194.0865411544,1663995.6291390988,1283425.947003784,1348384.112152116,761762.7847522054,897572.764841305,811723.8047424344,828872.3920849552,815083.3624926738,143964.73230956943,216121.17043945304,775327.9168505871,254367.1548309323,78395.21838378592,73596.75117187455,2268618.6473876955,81817.41383789014,1917605.2189648373,2142993.605115653,2128016.017894309,2165499.4259399422,917065.6090557884,1824434.900059205,861502.2112182654,941840.36528748,848373.3661254884,932647.3167047064,934573.6874859644,
71,790.5859533286709,37.00095,area,1148545.7839111297,1245894.330341797,1085674.4592773584,1155163.200703126,1204790.4174999993,1311829.1201123148,1518005.678513202,1117772.3196972588,1309172.21683105,1575713.3170190405,1437290.0139428854,1593514.4279907187,1409424.7327343882,1309759.4001562486,1455636.8909228467,1430199.9241796825,1412176.5021508762,412591.603710935,1557721.627092282,416702.70847656,215232.8046874987,717967.3974609623,613221.9769921838,630797.077441417,601321.5018359339,1121513.4995312698,937366.71093752,1049216.143173844,609471.6678515588,1132826.1939160088,
79,337.2361609755948,32.16070555555556,area,1485182.0020251486,1406965.9039697284,1417720.8462231422,1451410.6230981508,1451842.7905334528,1435235.3010314966,262756.9872583009,280899.54021606565,253690.10038818404,266537.1566503916,240362.54967040883,419465.0355590842,415617.3656372064,240871.26373413124,442258.0430480951,469721.1746350121,460685.0172363276,114169.5694995122,467564.2366595478,136639.24402221662,182014.8046569827,110367.04260375936,107215.8992065424,62921.71960449267,144506.39015258805,102544.74125427174,85662.75082702616,78756.78535278296,73701.29840087821,229984.1747039795,
81,582.6949264953837,2.1775038888888885,area,1330712.0234990842,1283022.5440750124,1264919.4035342408,1224511.3211035768,1316029.7813759772,1317906.966277893,1276572.980519958,1287276.3517232055,1308548.591730957,1286186.4295857851,1302480.2680518487,1269767.3922514035,1267692.611646729,1286390.5170406187,1297109.9986009214,1303816.779143402,1292087.8659593195,1291868.254839508,1279254.117120667,1308153.4799545894,1271480.797792786,1249675.9270150452,1276043.5278288575,1223977.466612396,1267009.9059066777,1215942.4744475102,1237101.2025637513,1279700.857938721,1215833.7205239865,1242446.7350080565,
82,853.5832779362387,35.28260555555556,area,649667.3237206992,593268.4712890589,684996.2274706991,634866.8154101707,648121.228232418,592099.8330371057,621132.4644238245,630268.6184472481,741264.1596582141,629337.4475683687,719749.106035152,595599.1076269496,604039.6787792984,662677.2758007967,589775.3074804652,694271.4850488321,598050.2667382776,702544.6781933521,652103.3927343646,678422.9983984334,675788.3481640478,642581.0114453172,659714.7682714862,659583.3049707072,681349.7455761678,598797.2640331996,666512.6644921872,660228.495234371,611024.3279785233,636422.1036132774,
85,348.7849926718,2.081842222222223,area,1517018.4079107055,1514115.2228381052,1481793.6554918217,1425359.6776773373,1546225.0876246342,1581260.278457642,1557476.0926528624,1526664.3226488645,1571350.967366638,1558687.5816781314,1519098.0472555542,1521077.5369121097,1539361.935828827,1531465.2042881467,1512906.9774353942,1566436.7648982843,1534591.0744872582,1565512.7843955688,1549122.2851963495,1561743.6031318367,1559172.1485428778,1523978.1735475156,1551299.0176125483,1546970.792302704,1519825.2481132806,1492715.448043335,1531350.2817040707,1547725.2591275026,1524167.653155945,1496086.2715130008,
88,321.23998509317187,34.63325,area,1572500.3535156257,1657000.1362353405,1689911.7919213874,1706547.317084956,1514571.7283764605,1552798.0509765607,2398748.785815439,2328681.048779304,2149315.6871582,2357828.2409375003,2065379.7558593813,1136363.0607226675,1166999.9513964946,2017530.0640820367,1198687.733413089,943472.651044916,1020826.796396485,2598599.271269543,936681.2251855548,2466205.4712207085,2476120.967661135,2526396.9551367434,2565089.7623632825,3142929.0418554726,2362040.204868177,3370454.424365251,3541508.1875268547,3154822.7612939416,3631157.059497072,2845251.8794628745,
93,484.718352810739,2.100306111111111,area,1251179.0969446409,1237593.9004609073,1210914.0373387453,1173302.5207785035,1313891.1660505375,1298081.2857432864,1231419.396651367,1221982.692127014,1266527.85353009,1243667.4000016174,1229621.7674360648,1219554.519508056,1212209.6059432982,1269883.7872766112,1234158.3075526727,1279755.5622658385,1227924.4123839417,1258600.150702149,1247714.872557434,1259746.0013134768,1236897.7743174443,1251935.529364227,1235036.9121303104,1239633.3926017762,1219970.0902896728,1206022.8052957156,1222235.4757696835,1248729.6807776792,1208551.1659637145,1206926.464457733,
99,491.3686505573287,35.8733,area,656146.0172753761,647434.1015527305,652052.3171093711,690879.4345312611,663268.1922851555,24213.61605957017,683597.0018652384,699252.1165087821,589037.7565331996,697438.4313476686,685198.4996386678,22215.574179687366,641164.0875585899,609974.7345410206,28159.80419921858,613346.1169824301,675468.1392675742,590928.2765331996,685941.8310546835,616904.0957714807,615131.329228512,623473.1000878869,20791.63238281237,656663.6035693348,19388.109501953008,25276.569057617035,613274.776855465,23894.92348144517,25627.98321777328,640374.2749804648,
105,544.7388615562601,2.256388888888889,area,825213.6681224668,798822.6872014771,798883.4627070923,744123.033225525,837932.2174329533,824254.8721889651,860242.9446654358,846482.812639419,878458.3884750978,829434.0804099733,832820.0259554748,809749.1737809449,798596.1354933472,861390.2559778136,831275.41147052,882377.3664155577,859690.528556824,873454.7070414122,863661.3046430056,868863.8031548461,817958.1180582882,836562.2302255252,832544.0202261045,778973.8477191163,865604.2395172118,772846.4920067139,831434.8859872742,764283.3133945921,811289.9182704159,789786.5530309144,
111,355.2481455630857,27.064944444444446,area,3716759.0188452094,3602637.863266604,3543907.26099731,3666166.494522099,3626526.6143237264,3609268.1712683113,4566153.919415892,4462856.093847042,6874467.796927505,4575308.576000374,5709128.661634511,6777287.485109867,6798094.1165167205,5648933.848549817,7144042.406767578,7823675.781630877,7990063.039233399,1578041.020775146,7877219.263894652,1983297.1451550308,1933888.730587156,629919.3343725586,1497638.3277984597,10781090.6141968,2013719.3548825087,11711771.346909158,10811726.911866456,10786571.19591552,10895048.066506349,12111201.854244374,
119,816.4257461495056,33.62322988505748,area,219475.93879212227,164003.84277344885,36378.60505889859,27277.99714599648,4742831.034746085,60428.08499145526,509542.9864306621,711246.4933886862,195288.2510452276,4793808.87032654,5085789.425508417,4818214.694038088,4850690.738375255,706023.4580511331,4880092.096973873,4688369.273601078,623605.7092443855,206588.41010376124,4739969.929340829,0.0,412994.0980456536,345524.211371145,416316.2724267428,74896.14707275627,815966.2160217363,4600648.498388677,4674466.157324821,105818.91369323258,118314.18728699004,4604268.258303223,
122,652.9462581758604,2.2966694444444444,area,780502.5070646359,731078.1173846435,807256.2646506957,928130.499541565,753867.5569865723,756259.8690064701,741262.2227840576,785120.2375961911,719387.7603136903,730975.7399815064,729390.1417432249,773525.0005476685,768962.7455586244,719843.7788692627,819076.0995024717,822910.2174396972,844058.0582175598,759022.1813063354,843940.756581177,793012.9834227908,902034.3165237427,747472.144285248,683740.1495897826,647369.5404761961,794665.0352530519,686637.9403275147,663957.6212821045,633628.5783500364,653873.209238037,694924.7632971802,
126,678.001798164073,2.629045555555556,area,2337918.231424196,2319529.6713038315,2426607.699085054,2363778.1524792486,2297330.981202605,2298694.427889863,1033169.3940390015,916957.220426361,868802.9634328306,977612.961301544,788922.6851388246,1255007.2533678587,1263350.273945373,865565.5455043945,1233346.3070296329,1239948.8571850285,1276545.0333260498,2498026.7676323988,1234840.4966742254,2589609.118716279,2509017.2405083617,2457094.804694276,2409449.2473629746,1524111.0927112123,2578450.149859835,1534544.681810669,1517757.3697776797,1431433.1707112126,1517948.8541215814,1537400.0033182988,
132,620.6510391919634,2.108698333333333,area,877138.0435966492,848783.2743097233,821591.5898179933,809131.82552948,881521.517629395,875526.9361387634,850027.4333358763,838738.9772171632,873198.8163919679,856372.7801792604,849677.9262907712,847060.649156372,837351.5932947998,861783.8908235779,835818.5407089227,876708.2146954036,857404.2644172364,845130.566920288,852776.2617247317,878528.5083330689,841143.3332556459,827892.6583605652,812722.2662170109,814237.9079749758,862386.604329315,822379.8985444334,791040.8037745971,842237.2666381532,823156.9484551391,818890.4827443543,
133,718.626972289359,2.177503333333333,area,637628.1349573975,569979.0393506472,534172.0653342281,529674.3288736879,573596.1021245122,574268.2170566408,555563.1734660332,550061.9464057005,499999.29716326913,559379.9194733278,536863.9844066765,492334.0071730038,552336.3372812497,554194.247073822,544681.6499741209,585962.6963667598,557493.7847089845,554521.0992794497,565763.9924909971,591760.7901414795,548761.1275282591,591558.5190059206,521228.7651358647,577519.7008778079,537941.9281232303,512455.472631256,535275.5087885133,551858.0439944458,522464.1538504637,534806.1762021485,
162,331.2482516883924,25.357444444444443,area,759596.135126952,699259.7467138678,680333.899406738,685991.1962658688,747113.9733300774,746875.6660632325,815003.3576013178,810964.9232177736,1122943.5311718786,815225.2649646016,1054441.513050534,1458072.5470507802,1464089.7467614734,1053442.2978649929,2133170.5568206795,2055255.4411608928,2665414.820335699,418156.8460827636,2079439.0188867245,534382.9672192389,547214.8483129869,401977.7166955563,406517.8061572257,2236818.9229943887,557604.85218445,2368008.8635620093,2472405.279626469,2244658.7712744167,2463676.8921374534,2535229.6942016566,
